"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","playerid"
"Riley Echols","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","6.03","6.21","6.11","6.15","","0.0","0.0","sa3003933"
"Konnor Ash","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.99","6.26","5.97","6.15","","0.0","0.0","sa3017503"
"Anthony Escobar","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","6.27","6.62","6.05","6.12","","0.0","0.0","sa3005691"
"Nicolas Heredia","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.76","5.83","5.77","6.10","6.15","","0.0","0.0","sa733608"
"Haydn King","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.35","6.94","6.06","6.19","","0.0","0.0","sa3015099"
"Erick Rodriguez","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.35","6.29","6.12","6.18","","0.0","0.0","sa3015155"
"Joshua Cornielly","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.03","6.46","5.88","6.14","","0.0","0.0","sa3005890"
"Andrew Baker","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.54","7.00","5.96","6.15","","0.0","0.0","sa3017196"
"Juan Lopez","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.95","6.32","6.04","6.15","","0.0","0.0","sa881080"
"Mike LoPresti","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.41","6.53","6.06","6.15","","0.0","0.0","sa3006984"
"Regi Grace","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","6.12","6.34","6.04","6.13","","0.0","0.0","sa3008101"
"Angel Landazuri","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","5.10","5.04","6.14","6.15","","0.0","0.0","sa549571"
"Scott Burke","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.48","4.96","5.97","6.16","","0.0","0.0","sa738474"
"Nelfri Contreras","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","4.76","6.95","5.79","6.21","","0.0","0.0","sa3002809"
"Chad Sykes","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","6.23","5.91","5.97","6.11","","0.0","0.0","sa1169870"
"Charlie Cerny","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.07","6.68","5.81","6.10","","0.0","0.0","sa3007230"
"Logan Stoelke","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.78","5.74","6.04","6.10","6.16","","0.0","0.0","sa3006762"
"Austin Faith","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.03","6.34","5.95","6.15","","0.0","0.0","sa3014803"
"John LaRossa","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.04","6.19","6.08","6.16","","0.0","0.0","sa3014933"
"Isaac Mattson","BAL","0","2","2.0","0","0","0","0","0","2","1","0","2","1","1.53","7.86","4.93","4.91","5.11","","0.0","0.0","20385"
"Jake Schrand","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.64","6.51","6.04","6.17","","0.0","0.0","sa3016938"
"Matt De La Rosa","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","6.18","6.06","6.11","6.17","","0.0","0.0","sa918741"
"Christofer Dominguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.55","6.67","5.92","6.17","","0.0","0.0","sa3003078"
"Martin Carrasco","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","5.74","5.72","5.88","6.11","","0.0","0.0","sa3002791"
"Sam Kessler","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.36","6.92","6.04","6.17","","0.0","0.0","sa3010650"
"Daniel Martinez","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","5.42","5.58","5.91","6.12","","0.0","0.0","sa3007734"
"Alexander Montero","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.86","6.63","6.28","6.18","","0.0","0.0","sa3005222"
"Niklas Rimmel","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","6.17","6.38","6.05","6.15","","0.0","0.0","sa3008426"
"Blake Seigler","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.40","6.92","5.94","6.13","","0.0","0.0","sa3017899"
"Brailin Gonzalez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.97","7.40","5.85","6.17","","0.0","0.0","sa3005442"
"Leonardo Rodriguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.33","6.34","6.01","6.18","","0.0","0.0","sa3003058"
"Boby Johnson","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.40","5.25","6.59","6.18","","0.0","0.0","sa3006983"
"Yeremi Ceballos","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.79","7.36","5.78","6.19","","0.0","0.0","sa917883"
"Gabriel Noguera","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","6.10","6.66","5.89","6.18","","0.0","0.0","sa3002914"
"Carlos Meza","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.91","5.56","7.05","6.10","6.18","","0.0","0.0","sa3006410"
"Nick Lockhart","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","6.15","6.40","6.05","6.14","","0.0","0.0","sa3011743"
"Carlos Betancourt","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.90","6.37","6.01","6.18","","0.0","0.0","sa3006600"
"Kyle Barraclough","LAA","0","8","8.0","0","0","0","0","0","7","4","1","9","4","1.42","9.50","4.70","4.38","4.52","","0.0","0.0","13713"
"Audry Lugo","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.82","6.46","6.03","6.18","","0.0","0.0","sa3008710"
"Rafael Monsion","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.78","5.53","5.99","5.98","6.19","","0.0","0.0","sa3003096"
"Dario Peralta","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","4.74","6.49","6.31","6.30","","0.0","0.0","sa3008390"
"Ronny Garcia","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.43","6.28","5.94","6.20","","0.0","0.0","sa3003030"
"Devon Perez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.54","5.39","6.17","6.19","","0.0","0.0","sa3006812"
"Carlos Campos","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.37","6.43","6.11","6.20","","0.0","0.0","sa3005457"
"Carlos Vega","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","5.57","5.79","6.17","6.19","","0.0","0.0","sa3007909"
"Luis Florentino","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","5.54","6.16","5.85","6.14","","0.0","0.0","sa3009495"
"Leonardo Taveras","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","7.16","7.80","5.94","6.25","","0.0","0.0","sa3002934"
"Manuel Silva","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","5.90","5.57","5.89","6.20","","0.0","0.0","sa917865"
"Carlos Romero","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.75","5.30","5.58","6.16","6.28","","0.0","0.0","sa3003106"
"Jake Stevenson","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","6.91","6.64","6.16","6.20","","0.0","0.0","sa1169857"
"Jose Rodulfo","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.71","5.74","5.40","5.90","6.15","","0.0","0.0","sa3002961"
"Trysten Barlow","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.93","6.31","6.78","6.47","6.21","","0.0","0.0","sa3011294"
"Jace Beck","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","6.20","6.97","5.91","6.20","","0.0","0.0","sa3011811"
"Josias De Los Santos","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","5.59","6.20","5.89","6.22","","0.0","0.0","sa3006508"
"Brady Schanuel","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","7.05","7.19","6.05","6.20","","0.0","0.0","sa918871"
"Alfonso Sanchez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.70","4.91","4.70","6.20","6.22","","0.0","0.0","sa508091"
"Jimmy Yacabonis","MIA","0","9","9.0","0","0","0","0","0","9","4","1","9","4","1.36","8.36","3.78","4.17","4.27","","0.0","0.0","15157"
"Miguel Suero","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","4.63","6.01","6.36","6.23","","0.0","0.0","sa3006066"
"Elias Espino","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.87","6.33","5.99","6.23","","0.0","0.0","sa3002801"
"Dylan Thomas","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.57","6.38","6.13","6.22","","0.0","0.0","sa1115767"
"Erin Baldwin","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","4.65","5.79","6.13","6.22","","0.0","0.0","sa3006963"
"Sal Biasi","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.12","6.28","6.11","6.22","","0.0","0.0","sa3004091"
"Zach Pop","MIA","0","18","18.0","1","1","0","0","0","17","8","2","15","7","1.39","7.43","3.58","4.07","4.17","","0.0","0.0","20185"
"Eliezer Rodriguez","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.47","7.23","5.87","6.23","","0.0","0.0","sa3003064"
"Frank Lopez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.91","6.82","6.12","6.23","","0.0","0.0","sa3007227"
"Chris Viall","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.90","6.69","5.96","6.21","","0.0","0.0","sa738995"
"Mario Jimenez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.26","6.00","6.14","6.23","","0.0","0.0","sa944733"
"Colton Harlow","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.92","6.27","6.68","6.52","6.23","","0.0","0.0","sa3007911"
"Jackson Hicks","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.64","6.02","6.14","6.21","","0.0","0.0","sa3017280"
"Jeisson Cabrera","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","6.67","6.55","6.08","6.22","","0.0","0.0","sa3006501"
"Elvis Peguero","LAA","0","12","12.0","1","1","0","0","0","12","6","2","11","5","1.37","7.75","3.39","4.25","4.36","","0.0","0.0","21652"
"Riggs Threadgill","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.44","6.22","6.23","6.32","","0.0","0.0","sa3018111"
"Nick Hanson","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.88","6.58","6.19","6.23","","0.0","0.0","sa917957"
"Tyler Schoff","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.46","6.39","6.24","6.32","","0.0","0.0","sa3017545"
"Jake Zebron","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.20","6.50","6.12","6.23","","0.0","0.0","sa3007250"
"Homer Cruz","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.98","6.57","5.86","6.18","","0.0","0.0","sa3009499"
"Anton Kuznetsov","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.62","6.40","5.94","6.23","","0.0","0.0","sa3004331"
"Wellington Diaz","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","6.48","6.45","5.97","6.15","","0.0","0.0","sa3004579"
"Sam Keating","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","4.87","6.11","6.03","6.26","","0.0","0.0","sa3005025"
"Barbaro Pinero","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.91","5.70","6.94","6.39","6.25","","0.0","0.0","sa3016221"
"Teodoro Ortega","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.81","6.13","6.08","6.21","","0.0","0.0","sa3006486"
"Edgar Martinez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.44","6.03","6.23","6.24","","0.0","0.0","sa3008636"
"Luis Gamez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.14","6.57","6.12","6.25","","0.0","0.0","sa829025"
"Freicer Perez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","5.89","5.95","6.20","6.25","","0.0","0.0","sa873207"
"Garrett Lawson","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.67","7.13","5.96","6.25","","0.0","0.0","sa3014785"
"Wilkin Ramos","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.91","5.20","7.10","6.12","6.26","","0.0","0.0","sa3006487"
"Everhett Hazelwood","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.68","5.58","5.97","6.20","","0.0","0.0","sa3017197"
"Edward Urena","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.51","6.46","6.21","6.34","","0.0","0.0","sa3015161"
"Reinaldo De Paula","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.95","6.49","6.09","6.25","","0.0","0.0","sa3002820"
"Jose Garcia","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.73","6.52","6.00","6.26","","0.0","0.0","sa3002804"
"Maceo Campbell","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.91","6.98","6.42","6.27","","0.0","0.0","sa3016797"
"Osvanni Gutierrez","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.84","6.15","6.09","6.25","","0.0","0.0","sa3009730"
"Jared Brasher","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.92","6.90","6.16","6.26","","0.0","0.0","sa3004567"
"Jerryell Rivera","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.67","7.14","6.01","6.26","","0.0","0.0","sa3004945"
"Jack Little","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","6.19","5.46","6.12","6.26","","0.0","0.0","sa1115817"
"Daury Cabrera","KCR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","1.85","4.38","6.12","6.36","6.38","","0.0","0.0","sa3005706"
"Michell Miliano","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.95","6.90","8.31","6.05","6.27","","0.0","0.0","sa3005188"
"Jose Larez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.47","6.56","6.17","6.27","","0.0","0.0","sa3005123"
"Justin Crump","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.57","6.78","6.14","6.27","","0.0","0.0","sa3014974"
"Bowen Plagge","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","6.11","6.68","5.95","6.21","","0.0","0.0","sa3018237"
"Wilgenis Alvarado","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.39","7.14","5.87","6.26","","0.0","0.0","sa3008708"
"Adam McKillican","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.62","5.80","6.72","6.27","","0.0","0.0","sa3017687"
"Michael Petersen","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","6.51","6.23","6.63","6.28","","0.0","0.0","sa658475"
"Harold Cortijo","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.69","6.51","5.95","6.19","","0.0","0.0","sa3004588"
"Ramon Pineda","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.34","6.19","6.21","6.28","","0.0","0.0","sa3003053"
"Kelvin Perez","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.60","6.30","6.12","6.26","","0.0","0.0","sa3015154"
"Riley McCauley","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","6.74","7.52","6.15","6.28","","0.0","0.0","sa3007964"
"Jhosmer Alvarez","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.67","6.72","6.43","6.28","","0.0","0.0","sa3005437"
"Jesus Valles","CHW","0","1","1.0","0","0","0","0","0","1","1","0","0","0","1.63","4.36","3.83","6.05","6.23","","0.0","0.0","sa3005866"
"Luis Tejeda","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.23","6.45","6.42","6.28","","0.0","0.0","sa3016589"
"Moises Nova","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.85","6.68","6.16","6.28","","0.0","0.0","sa873434"
"Andy McGuire","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.71","6.35","6.18","6.28","","0.0","0.0","sa3008048"
"Yunior Thibo","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.91","5.21","7.09","6.18","6.29","","0.0","0.0","sa3015217"
"Austin Moore","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","6.17","5.69","6.70","6.29","","0.0","0.0","sa918589"
"Cam Wynne","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.87","6.64","6.09","6.28","","0.0","0.0","sa3017492"
"Kory Behenna","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.76","6.77","6.06","6.29","","0.0","0.0","sa3004600"
"Jared Pettitte","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.93","6.18","7.96","5.91","6.30","","0.0","0.0","sa3017459"
"Cristian Sierra","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.77","6.15","6.46","6.03","6.30","","0.0","0.0","sa3009859"
"Mason Cole","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.95","7.01","6.16","6.29","","0.0","0.0","sa3015274"
"Dante Mendoza","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.81","7.05","6.22","6.30","","0.0","0.0","sa3005361"
"Jason Reynolds","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.63","6.27","6.09","6.32","","0.0","0.0","sa3010577"
"Connor Sechler","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","6.27","7.10","6.19","6.30","","0.0","0.0","sa3015145"
"Jol Concepcion","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.16","7.05","6.02","6.28","","0.0","0.0","sa3002947"
"Juan Burgos","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.86","6.94","6.03","6.31","","0.0","0.0","sa3009272"
"Jhonny Valdez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.50","6.38","6.20","6.30","","0.0","0.0","sa917393"
"Marlin Willis","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.97","5.88","8.17","6.14","6.42","","0.0","0.0","sa3005116"
"Peyton Long","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.20","6.01","6.23","6.31","","0.0","0.0","sa3010318"
"Joan Valdez","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","6.07","6.28","6.12","6.30","","0.0","0.0","sa3003013"
"Drake Nightengale","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.57","6.51","6.21","6.31","","0.0","0.0","sa3015039"
"Matthew Hammonds","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.66","6.61","5.92","6.31","","0.0","0.0","sa3004711"
"Natanael Garabitos","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","6.43","7.40","5.98","6.32","","0.0","0.0","sa3011099"
"Erick Pinales","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.93","5.50","7.50","6.18","6.34","","0.0","0.0","sa3007963"
"Luis Araujo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.08","6.63","6.24","6.31","","0.0","0.0","sa737446"
"Jhosua Alcantara","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.21","6.60","6.19","6.31","","0.0","0.0","sa917060"
"Juan Mateo","ATL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.54","6.45","6.28","6.30","","0.0","0.0","sa3015279"
"Juan Geraldo","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.81","5.85","6.25","6.18","6.30","","0.0","0.0","sa3005885"
"Joel Inoa","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.46","6.39","6.22","6.31","","0.0","0.0","sa919027"
"Darvin Garcia","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.38","6.36","6.27","6.32","","0.0","0.0","sa3011716"
"Matt Sparling","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.66","7.30","6.00","6.34","","0.0","0.0","sa3017658"
"Elvis Jerez","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","6.81","7.41","6.06","6.28","","0.0","0.0","sa3009469"
"Alex Garbrick","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.95","6.80","6.15","6.32","","0.0","0.0","sa3017465"
"Kellen Rholl","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.92","5.88","7.56","5.97","6.32","","0.0","0.0","sa3007258"
"Liam Jenkins","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","6.24","6.70","6.00","6.27","","0.0","0.0","sa3007458"
"John Wilson","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.15","6.61","6.08","6.30","","0.0","0.0","sa3015116"
"Jasiel Alvino","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","5.52","6.29","6.28","6.33","","0.0","0.0","sa917335"
"Mayky Perez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","6.02","6.82","6.22","6.34","","0.0","0.0","sa829767"
"Yaqui Rivera","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","6.06","6.82","6.12","6.34","","0.0","0.0","sa3015504"
"Ryan Anderson","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.81","6.90","5.86","6.25","","0.0","0.0","sa1172845"
"Chandler Day","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.12","6.26","6.33","6.42","","0.0","0.0","sa3008021"
"Garrett Cave","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","6.34","7.25","6.23","6.34","","0.0","0.0","sa829217"
"Jerry D'Andrea","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","6.58","7.35","6.14","6.34","","0.0","0.0","sa3007275"
"Moises Ceja","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.73","5.68","4.47","6.72","6.35","","0.0","0.0","sa3004641"
"Aaron Cohn","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.80","4.73","6.00","6.04","6.29","","0.0","0.0","sa3017210"
"Karlo Seijas","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.72","4.66","4.85","6.32","6.43","","0.0","0.0","sa3006369"
"Nate Tellier","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.96","6.17","7.67","6.46","6.36","","0.0","0.0","sa3015288"
"Cole Duensing","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.73","6.46","5.73","6.17","6.34","","0.0","0.0","sa918090"
"Tanner Jesson-Dalton","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","6.00","6.95","6.33","6.39","","0.0","0.0","sa1170121"
"Robinson Hernandez","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.53","5.33","6.70","6.36","","0.0","0.0","sa3005879"
"Luis Amoroso","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.72","6.05","6.81","6.36","","0.0","0.0","sa3005889"
"Ismael Aquino","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.49","6.88","6.25","6.36","","0.0","0.0","sa3003104"
"Alexander Martinez","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","6.07","5.96","6.81","6.36","","0.0","0.0","sa880047"
"Jhan Zambrano","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.35","5.78","6.19","6.35","","0.0","0.0","sa3009472"
"Junior Mieses","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.91","6.01","7.28","6.35","6.36","","0.0","0.0","sa3005258"
"Dennis Boatman","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","6.55","6.96","6.31","6.36","","0.0","0.0","sa3017778"
"Juan Mejia","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","6.17","6.42","6.72","6.37","","0.0","0.0","sa3003159"
"Kelvin Caceres","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","7.11","7.97","6.01","6.32","","0.0","0.0","sa3005876"
"Luis De Paula","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.89","5.85","7.06","6.26","6.37","","0.0","0.0","sa3003073"
"Luis Pino","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.25","6.12","6.31","6.37","","0.0","0.0","sa683316"
"Nelson L. Alvarez","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.85","6.44","6.97","6.07","6.28","","0.0","0.0","sa3010783"
"Jacob Schlesener","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.01","6.63","8.83","5.91","6.37","","0.0","0.0","sa875595"
"Yamil Castillo","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.76","6.29","6.20","6.37","","0.0","0.0","sa3008549"
"Reyson Santos","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.82","5.99","6.82","6.04","6.36","","0.0","0.0","sa3008266"
"Hildemaro Requena","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.83","4.82","5.99","6.32","6.38","","0.0","0.0","sa832269"
"Andrew McDonald","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.03","6.53","6.26","6.38","","0.0","0.0","sa857612"
"Miguel Vinicio","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.86","5.79","6.75","6.22","6.34","","0.0","0.0","sa3008164"
"Taylor Bloye","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.84","5.24","6.24","6.35","6.38","","0.0","0.0","sa3016265"
"Randy Pondler","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.40","6.89","6.15","6.38","","0.0","0.0","sa919219"
"Sandy Gaston","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.92","6.29","7.75","6.17","6.38","","0.0","0.0","sa3011136"
"Dawel Rodriguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.50","6.94","6.29","6.38","","0.0","0.0","sa3011894"
"Luis Villar","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.99","4.87","7.73","6.32","6.50","","0.0","0.0","sa3006496"
"Estarlin Rodriguez","ATL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.87","6.39","6.31","6.37","","0.0","0.0","sa3004871"
